source_path,candidate_rank,name,city,address,specialty,profile_id,canonical_url,match_score
/hautarzt/berlin/hautarztpraxis-rahaf-ali,1,Prof. Dr. Mazda Adli,Berlin,"Markgrafenstraße 34, 10117 Berlin",Psychiater,aaf5ad93-f35f-4760-8a94-4dcecf9e5533,https://navoria.de/praxis/berlin/prof-dr-mazda-adli-eyq0FA,0.615
/hautarzt/berlin/hautarztpraxis-rahaf-ali,2,Augenarztpraxis Dr. med. Nahla Al-Asbahi,Berlin,"Müllerstraße 139, 13353 Berlin",Augenarzt,c40b3983-25b5-47a9-ae98-f4f12f87e51d,https://navoria.de/praxis/berlin/augenarztpraxis-dr-med-nahla-al-asbahi-45OwlE,0.573
/hautarzt/berlin/hautarztpraxis-rahaf-ali,3,avi Hausarztpraxis Am Friedrichshain,Berlin,"Greifswalder Str. 207, 10405 Berlin",Hausarzt,f3d66424-8358-4746-a8cf-32fb09edbae7,https://navoria.de/praxis/berlin/avi-hausarztpraxis-am-friedrichshain-GIU2MA,0.545
/hautarzt/berlin/hautarztpraxis-rahaf-ali,4,"Zentrum für Chirurgie, D-Arzt Dr. med. Oguzhan Turan, Dr. med Iraj Maleki, Dr. med. Ali Askari",Berlin,"Mariendorfer Damm 73, 12109 Berlin-Bezirk Tempelhof-Schöneberg",Chirurg,d1d48fa5-1450-4453-bd2b-1c5d4d49dc75,https://navoria.de/praxis/berlin/zentrum-fuer-chirurgie-d-arzt-dr-med-oguzhan-turan-dr-med-iraj-maleki-dr-med-ali-Dj_UF8,0.545
/hautarzt/berlin/hautarztpraxis-rahaf-ali,5,Medmotion | Dr. Ali Askari - Privatärztliche Praxis in Berlin-Westend,Berlin,"Platanenallee 39, 14050 Berlin",Chirurg,408cb5a3-c8b6-4a55-b2ad-70137407922c,https://navoria.de/praxis/berlin/medmotion-dr-ali-askari-privataerztliche-praxis-in-berlin-westend-qiTJwE,0.545
/arzt/duesseldorf/dr-med-jrg-wienke-dsseldorf,1,Orthopädie Düsseldorf,Düsseldorf,"Am Hackenbruch 11, 40231 Düsseldorf-Stadtbezirk 8",Orthopäde,d64f4b0e-7e0f-40cf-ba61-5e17a2aae2ad,https://navoria.de/praxis/duesseldorf/orthopaedie-duesseldorf-Sch2Lw,0.778
/arzt/duesseldorf/dr-med-jrg-wienke-dsseldorf,2,MV Zentrum der Frau Düsseldorf,Düsseldorf,"Louise-Dumont-Straße 1, 40211 Düsseldorf",Frauenarzt,989bdd3d-bfd2-4144-b22b-6d031dfb93cd,https://navoria.de/praxis/duesseldorf/mv-zentrum-der-frau-duesseldorf-YQjxiU,0.688
/arzt/duesseldorf/dr-med-jrg-wienke-dsseldorf,3,MV Zentrum der Frau Düsseldorf,Düsseldorf,"Lindemannstraße 3, 40237 Düsseldorf",Frauenarzt,4a0820a9-99fc-40e7-aa11-1ca94bdb9141,https://navoria.de/praxis/duesseldorf/mv-zentrum-der-frau-duesseldorf-UN3vlI,0.688
/arzt/duesseldorf/dr-med-jrg-wienke-dsseldorf,4,"Dr. med. Jürgen Hauck, Augenarzt Düsseldorf",Düsseldorf,"Grünstraße 5, 40212 Düsseldorf",Augenarzt,76aa9b98-b6b7-4c36-86c8-fb72696b4fa9,https://navoria.de/praxis/duesseldorf/dr-med-juergen-hauck-augenarzt-duesseldorf-Kcf00s,0.662
/arzt/duesseldorf/dr-med-jrg-wienke-dsseldorf,5,Gastroenterologie Düsseldorf - Prof. Dr. med. T. Lankisch & Dr. med. C. Lauermann & C. Uhlenbruck & PD Dr. med. P.Manka,Düsseldorf,"Graf-Adolf-Straße 63, 40210 Düsseldorf",Internist,146fd379-4379-46c9-ae49-7557294e9911,https://navoria.de/praxis/duesseldorf/gastroenterologie-duesseldorf-prof-dr-med-t-lankisch-dr-med-c-lauermann-c-uhlenb-Gzfrwk,0.662
/augenarzt/frankfurt/dr-med-c-hofmann-frankfurt,1,Dr. med. C. Hofmann,Frankfurt am Main,"Pfingstweidstraße 5, 60316 Frankfurt am Main-Bornheim/Ostend",Augenarzt,03c275f3-a7c2-4e4e-bdae-190872c15f7e,https://navoria.de/praxis/frankfurt-am-main/dr-med-c-hofmann-sHk8sU,0.860
/augenarzt/frankfurt/dr-med-c-hofmann-frankfurt,2,Orthopädie Frankfurt,Frankfurt am Main,"Ziegelhüttenweg 1-3, 60598 Frankfurt am Main",Orthopäde,d3fb88b5-df1b-47bc-8f09-dbdd193ecd34,https://navoria.de/praxis/frankfurt-am-main/orthopaedie-frankfurt-HW0A7g,0.825
/augenarzt/frankfurt/dr-med-c-hofmann-frankfurt,3,HNO Zentrum Frankfurt am Main,Frankfurt am Main,"Dreieichstraße 59, 60594 Frankfurt am Main-Frankfurt-Süd",HNO-Arzt,b9aaf3f6-4e41-45d9-87fd-fbdb2092dd53,https://navoria.de/praxis/frankfurt-am-main/hno-zentrum-frankfurt-am-main-AoW4kY,0.755
/augenarzt/frankfurt/dr-med-c-hofmann-frankfurt,4,HNO Frankfurt,Frankfurt am Main,"Goethestraße 10, 60313 Frankfurt am Main-Innenstadt I",HNO-Arzt,b4ad888a-5e36-4255-8e99-a3b1cdb7ca8d,https://navoria.de/praxis/frankfurt-am-main/hno-frankfurt-o54BvU,0.701
/augenarzt/frankfurt/dr-med-c-hofmann-frankfurt,5,ARTEMIS Augenarztpraxis Frankfurt,Frankfurt am Main,"Eschersheimer Landstraße 9, 60322 Frankfurt am Main",Augenarzt,370b86e8-5a8a-4bda-9a03-dd14a0ce51c6,https://navoria.de/praxis/frankfurt-am-main/artemis-augenarztpraxis-frankfurt-3y0Cv0,0.687
/hausarzt/muenster/prof-dr-med-dr-hc-michael-zitzmann-mnster,1,Herr Dr. med. Michael Szukaj - Münster,Münster,"Am Rohrbusch 56, 48161 Münster",Urologe,75d15a93-e752-4cfe-86c2-34f8d17e5a2d,https://navoria.de/praxis/muenster/herr-dr-med-michael-szukaj-muenster-Xot4jQ,0.754
/hausarzt/muenster/prof-dr-med-dr-hc-michael-zitzmann-mnster,2,MRT Münster | Dr. Michael Ho | ARISTRA Radiologische Privatpraxis,Münster,"Harsewinkelgasse 19, 48143 Münster",Radiologe,ed09a060-f180-47e2-bc53-16495ccaec6a,https://navoria.de/praxis/muenster/mrt-muenster-dr-michael-ho-aristra-radiologische-privatpraxis-6pdOP0,0.720
/hausarzt/muenster/prof-dr-med-dr-hc-michael-zitzmann-mnster,3,NLP-Praxis-Münster,Münster,"Fraunhoferstraße 8, 48161 Münster-Roxel",Urologe,e36f6009-bb8a-4809-8f84-67af4e52997b,https://navoria.de/praxis/muenster/nlp-praxis-muenster-2qpPCk,0.638
/hausarzt/muenster/prof-dr-med-dr-hc-michael-zitzmann-mnster,4,Zahnarztpraxis Peter Wortmann Münster,Münster,"Rüschhausweg 12, 48161 Münster-Gievenbeck",Zahnarzt,cfe0b040-b5be-4cd6-b122-9949b09c3a3e,https://navoria.de/praxis/muenster/zahnarztpraxis-peter-wortmann-muenster-d8wPaw,0.610
/hausarzt/muenster/prof-dr-med-dr-hc-michael-zitzmann-mnster,5,Praxis Stefan Blüggel Münster,Münster,"Theodor-Storm-Straße 2, 48165 Münster-Hiltrup",Kinderarzt,20850628-5463-44a5-8ecb-20ec005c7db1,https://navoria.de/praxis/muenster/praxis-stefan-blueggel-muenster-_BGOps,0.594
/hausarzt/castrop-rauxel/andrey-nefedev-julia-carolin-nefedev-castrop-rauxel,1,Evangelisches Krankenhaus Castrop-Rauxel,Castrop-Rauxel,"Grutholzallee 21, 44577 Castrop-Rauxel",Krankenhaus,cf8f6b1a-3e9e-44bf-b0cc-75e49e76f5aa,https://navoria.de/praxis/castrop-rauxel/evangelisches-krankenhaus-castrop-rauxel-EQJ1eA,0.531
/hausarzt/castrop-rauxel/andrey-nefedev-julia-carolin-nefedev-castrop-rauxel,2,"MVZ OGPaedicum – Castrop-Rauxel, Nordstraße",Castrop-Rauxel,"Nordstraße 2, 44579 Castrop-Rauxel-Habinghorst",Orthopäde,c302bbbb-e212-442c-9e4a-df221d7b8391,https://navoria.de/praxis/castrop-rauxel/mvz-ogpaedicum-castrop-rauxel-nordstrasse-UezNZ0,0.521
